file_name,file_name_length,file_size,file_extension,entropy,entropy_mean,entropy_std,compression_ratio,zero_byte_ratio,chi_square,chi_square_normalized,serial_byte_correlation,label,is_encrypted,valid_encryption
504881.pdf,10,238020,pdf,7.860361789645868,7.421457392896298,1.0447131716531228,0.8129905049995799,0.013385429795815479,82384.0803293841,11.31915963553972,0.11738764485621968,CLEAN,0,0
504281.doc,10,1443328,doc,6.630836568905364,5.727521713052736,2.2452021554816666,0.5433761418056048,0.23543158589038665,20724510.46434906,16.846827686420664,0.379178170454649,CLEAN,0,0
504295.doc,10,32256,doc,2.653411079510334,2.26996447074389,1.3218153124782384,0.1572110615079365,0.7108444940476191,4169936.3333333335,15.243411565684445,0.6578566437277789,CLEAN,0,0
504895.pdf,10,611306,pdf,7.975240030161446,7.814862111563892,0.6222241198501505,0.9608035910002519,0.00805979329501101,26822.60183279732,10.19703744434358,0.04798046505653351,CLEAN,0,0
504103.pdf,10,53307,pdf,7.703878169430198,7.3456403801256585,0.8802224638011495,0.8462866040107303,0.002363667060611177,48358.08833736657,10.78640945296639,0.1766334668330899,CLEAN,0,0
504117.pdf,10,1729316,pdf,7.93658901719246,7.811270814688443,0.3479003878371412,0.9210225314517416,0.011366921950644069,182399.49296947464,12.113960059302238,0.012045274168779012,CLEAN,0,0
504736.html,11,387213,html,5.346083103565106,5.260249350503212,0.054408411013366305,0.1824009007962026,0.0,3802207.533546136,15.151092648907808,0.6540938755836648,CLEAN,0,0
504922.pdf,10,1335605,pdf,7.9723065498701615,7.787086164420318,0.5827234844410019,0.9363269829028792,0.006240617547852846,67347.91315022031,11.117642044369331,0.06908241382858633,CLEAN,0,0
504371.xls,10,39424,xls,3.542538288085574,2.951949283768337,1.433853060216681,0.17113940746753248,0.5438311688311688,3116603.0649350644,14.95225452627794,0.4595521938487052,CLEAN,0,0
504459.xml,10,48479,xml,5.243449837491807,5.179833077541162,0.08328053570877018,0.2744693578662926,0.0,418715.8883434064,12.944950286382248,0.3078113263784604,CLEAN,0,0
504809.html,11,17733,html,5.045454747108385,4.864189384893458,0.11065033504001609,0.2950431399086449,0.0,182042.20780465796,12.1119993434028,0.24187236329793577,CLEAN,0,0
504741.ppt,10,719360,ppt,7.613647605722122,7.009450560198494,1.9852993235266239,0.8179701401245552,0.05617076290035587,1496066.162989324,14.218350331555147,0.3304294541499084,CLEAN,0,0
504077.pdf,10,236488,pdf,7.581606723908513,7.132957025015362,1.0819516672790437,0.4855722066235919,0.03729998985149352,244595.0724265079,12.40736344497836,0.409127832446367,CLEAN,0,0
504042.csv,10,36654,csv,4.8861714975206025,4.8080596624818295,0.21859604843204347,0.2519233917171386,0.0,492595.02493588696,13.107444695078335,0.55534852283584,CLEAN,0,0
504056.csv,10,4089,csv,4.999887668215739,4.999887668215739,0.0,0.4189288334556126,0.0,42442.33382245048,10.655925143423376,0.574979389963811,CLEAN,0,0
504849.doc,10,20992,doc,2.106397318622303,1.6455721502766636,1.1849720648039028,0.14529344512195122,0.7507621951219512,3039440.3414634154,14.92718428723931,0.8481796953609695,CLEAN,0,0
504685.doc,10,94208,doc,4.897418508885255,4.185561652055535,0.8519965621906321,0.29349949048913043,0.419624660326087,4296387.532608697,15.27328535163271,0.38383182299324503,CLEAN,0,0
504601.xls,10,31232,xls,3.025338471872561,2.483285281209014,1.5267159805637265,0.21052126024590165,0.6463883196721312,3355375.9672131147,15.026074681901099,0.4856199188121573,CLEAN,0,0
504513.pdf,10,379636,pdf,7.829836261811931,7.407191050417695,1.206383620952794,0.8490896543004351,0.006171701313890147,184257.96799039078,12.124097481813584,0.15423339643716139,CLEAN,0,0
504983.html,11,24110,html,5.325483795450205,5.106097554527036,0.27541349389199876,0.25740356698465366,0.0,213014.69846536708,12.269121143691063,0.5092412154051315,CLEAN,0,0
504603.xls,10,131072,xls,4.543812274575254,4.175932844765876,0.9426838457144351,0.32715606689453125,0.4636993408203125,7276408.08984375,15.800148041592076,0.13994473226741636,CLEAN,0,0
504151.ps,9,90136,ps,7.997924528170778,7.803833516870336,0.7040428470192334,1.0003993964675602,0.003738794710215674,259.9868642939558,5.56447007768053,-0.001195452941901405,CLEAN,0,0
504678.doc,10,27648,doc,2.780196482333109,2.3858848389607266,1.3007277992910105,0.1759620949074074,0.6650028935185185,3164222.8518518526,14.967418355004165,0.819422442504533,CLEAN,0,0
504989.swf,10,7702181,swf,7.994512194283773,7.935465181496753,0.013348450420992952,0.9999235281539086,0.006521010087921849,60918.5558312639,11.01730951596584,0.012679365763492982,CLEAN,0,0
504713.pdf,10,58202,pdf,7.706343485420678,7.19902494066497,1.3287493512315092,0.8401085873337686,0.0030754956874334215,55628.47345452047,10.926468437889193,0.1932016836596316,CLEAN,0,0
504075.pdf,10,20898,pdf,7.232955899599302,6.32869685604332,1.9137373670585858,0.7422241362809838,0.0030146425495262705,108110.14853095994,11.59091512995585,0.27992426478331606,CLEAN,0,0
504049.pdf,10,390211,pdf,7.934665595657125,7.671411514013766,0.8647310936809715,0.8928169631302039,0.007642019317753728,55507.41609795725,10.924289929642766,0.10678121265405797,CLEAN,0,0
504398.xls,10,173568,xls,4.160077413820783,3.5091857549395624,0.5714047447522972,0.2608026825221239,0.44921875,9264961.33038348,16.04175035189554,-0.060512131936002675,CLEAN,0,0
504920.pdf,10,11740,pdf,7.506025808234822,7.427710611884206,0.35006281698273345,0.7919080068143101,0.002981260647359455,19284.888586030665,9.867128946118596,0.20340542003097475,CLEAN,0,0
504974.gif,10,62125,gif,7.024257837872438,6.893639255910195,0.21626398377099335,0.479533199195171,0.04523138832997988,128637.60828973845,11.764762265711068,0.12151297153754546,CLEAN,0,0
504101.pdf,10,401795,pdf,7.712123979685487,7.250311097694858,1.1376919755746504,0.7998805360942769,0.0028571784118767035,317458.25151383167,12.668104747389664,0.12429158374748998,CLEAN,0,0
504115.pdf,10,171835,pdf,7.891515690360598,7.646554422422905,0.8944290052589503,0.9102452934501121,0.0031367300026187914,50583.93649140163,10.831409113156385,0.10464532791059053,CLEAN,0,0
504549.xls,10,22528,xls,3.829548075873803,3.24849744244751,1.9346224804998706,0.2637606534090909,0.5566850142045454,1794991.4090909099,14.400511350976862,0.6308840461328568,CLEAN,0,0
504283.doc,10,1307648,doc,6.318663830788602,5.6678513351356745,2.0060318993824384,0.5143173086335161,0.30185263924236494,30146171.385669544,17.221568520695897,0.40632130309616127,CLEAN,0,0
504129.pdf,10,589690,pdf,7.967362438205125,7.763285686321691,0.6975013280415094,0.9383540504332785,0.0038376095914802693,42691.68762570165,10.661782934568196,0.07062070094978944,CLEAN,0,0
504242.html,11,69906,html,5.31433935906954,5.187755042896227,0.09663498168599344,0.22736245815809802,0.0,689300.8215031613,13.443434511410745,0.4169443334727379,CLEAN,0,0
504612.html,11,22546,html,2.8736972594945067,2.8211050690632447,0.18920595024809056,0.21041426417102813,0.0,1394286.102191076,14.147893804757393,0.6289766846532348,CLEAN,0,0
504698.pdf,10,1175618,pdf,7.64948977811217,7.431493266550136,1.0707645403524075,0.7386778698522819,0.0032306412457107666,1143039.2158507272,13.949202126629316,0.19773338616186473,CLEAN,0,0
504838.ppt,10,77312,ppt,7.997980836623209,7.9541010119385955,0.0038338284663227903,1.0004009726821192,0.0035182119205298015,216.2980132450331,5.381269744307716,-0.0010792359896350308,CLEAN,0,0
504317.pdf,10,138073,pdf,7.938048248009997,7.698950442824126,0.9837010085896457,0.9396333823412253,0.0034836644383768006,22193.577593012385,10.007603285458845,0.07843042276196786,CLEAN,0,0
504005.xls,10,41984,xls,4.166808271043563,3.5691255434827487,1.8723234523072214,0.2956364329268293,0.4992378048780488,2764505.7926829266,14.83237280186795,0.5420233394196006,CLEAN,0,0
504096.html,11,308,html,5.109231850509696,5.109231850509696,0.0,0.7694805194805194,0.0,3064.883116883117,8.028090936357763,0.23782747980171418,CLEAN,0,0
504777.xls,10,101888,xls,4.641768869904995,3.6839131273983865,1.2492055392576313,0.2639172424623116,0.39537531407035176,4245622.326633166,15.261399204788521,0.27937605697610607,CLEAN,0,0
504517.html,11,153507,html,3.2381701526571818,3.123199759715883,0.6765761520835945,0.13216986847505324,0.0,12975419.416332806,16.378567388520796,0.685185208997345,CLEAN,0,0
504352.ppt,10,280064,ppt,7.999435948450559,7.953947011260679,0.012861332068629012,1.0003427787934187,0.004063356946983547,219.5850091407678,5.396283149572771,0.0014097537884019613,CLEAN,0,0
504004.xls,10,43008,xls,2.167627041655998,1.8482440189880232,1.3391914845606705,0.12548828125,0.7786690848214286,6648591.916666667,15.709915798764705,0.5635411889248857,CLEAN,0,0
504316.pdf,10,114461,pdf,7.794276011733909,7.571683318500393,1.0022745227738992,0.8505080333039201,0.003643162299822647,73144.96143664652,11.200212195582367,0.14065722862430644,CLEAN,0,0
504699.pdf,10,794588,pdf,7.96261987533493,7.787792681614779,0.5878985954934413,0.9293017261775914,0.005516066187760198,55767.05514807674,10.928956496049635,0.08231677295492779,CLEAN,0,0
504128.pdf,10,131650,pdf,7.829254879227591,7.586441883786433,0.9324254143241466,0.8684846183061147,0.004473984048613749,44542.932411697686,10.704231226354976,0.09732261119345963,CLEAN,0,0
504896.pdf,10,426079,pdf,7.3118664362604395,6.648700249342708,1.7314969940795457,0.6527897408696509,0.001987894263739823,1075617.216898744,13.888406139732815,0.2766840838944107,CLEAN,0,0
504114.pdf,10,3557474,pdf,7.419388390487937,6.734679182098214,2.204360304499392,0.6955918722104505,0.021246817264159907,13110957.169127308,16.38895893995912,0.16176383669243816,CLEAN,0,0
504100.pdf,10,427312,pdf,7.801119059025845,7.388212742947827,1.096965966403961,0.839868760998989,0.0029650466169918,210084.201445314,12.25526844858519,0.1098806615437678,CLEAN,0,0
504669.html,11,912,html,5.401857042127281,5.401857042127281,0.0,0.5800438596491229,0.0,6201.543859649123,8.732714786826586,0.5111559585118947,CLEAN,0,0
504921.pdf,10,96091,pdf,7.97625887948231,7.847750968665996,0.3323631993574634,0.9713188540029764,0.004141907150513576,3917.6214942086144,8.273495211297098,0.03155235371263811,CLEAN,0,0
504043.html,11,17820,html,5.348646540298728,5.205863384017856,0.08471782446811948,0.2904040404040404,0.0,133977.9438832772,11.805437931386596,0.4760717154434592,CLEAN,0,0
504413.html,11,26643,html,5.154236474083623,5.028019911434903,0.07759497776632879,0.20579514318958075,0.0,228371.9049281237,12.338735119815015,0.36654048021275376,CLEAN,0,0
504742.ppt,10,61440,ppt,7.99662372020938,7.953103104992413,0.0034588176927175507,1.0004231770833334,0.003922526041666667,288.3166666666667,5.667521820646448,0.00821363771884696,CLEAN,0,0
504414.xls,10,30720,xls,2.8497447894899572,2.337845356437499,1.430962848197687,0.18440755208333334,0.6581380208333333,3432801.3999999994,15.048887511796938,0.48754850492715335,CLEAN,0,0
504372.xls,10,147456,xls,4.166998114820343,3.5353386570405427,0.7385307821574241,0.2066582573784722,0.4567599826388889,8098668.4375,15.90721033917406,0.07363898605182535,CLEAN,0,0
504048.pdf,10,390745,pdf,7.931128555950548,7.6742931156361065,0.8485021036286396,0.8894445226426442,0.007785128408552893,58818.21725933792,10.982223904629743,0.10539192180510219,CLEAN,0,0
504815.gif,10,65166,gif,6.978022937324955,6.8358887645813695,0.24548264459011881,0.4847159561734647,0.04861430807476291,147010.01031212596,11.898262763038492,0.11682673019921243,CLEAN,0,0
504060.pdf,10,16428,pdf,7.881035206277412,7.009847767995242,1.377929156126102,0.917336255174093,0.0033479425371317263,3727.278305332359,8.223701825737013,0.1029568982294962,CLEAN,0,0
504706.pdf,10,77141,pdf,7.912489595445232,7.679430779930596,0.4179843794085462,0.9236333467287176,0.0038241661373329358,14259.382779585434,9.565240536496201,0.11132825769805749,CLEAN,0,0
504712.pdf,10,5839292,pdf,6.902794466841014,6.065355415674641,1.8655747915895735,0.411240780560383,0.0020238754972349386,28851207.52476705,17.177662439980956,0.34201663503160334,CLEAN,0,0
504074.pdf,10,760850,pdf,5.422040433415392,4.830336567975983,1.3539861922078462,0.28047052638496417,0.0005953867385161333,9786120.7449931,16.096475791484774,0.36584269731479263,CLEAN,0,0
504041.csv,10,48942,csv,3.5014035247504918,3.4616887263175697,0.09015560522484467,0.4850230885537984,0.0,1156090.8097748356,13.960555745281287,0.24142660163135354,CLEAN,0,0
504645.doc,10,86528,doc,5.018085337268006,4.176809623537593,1.0064027304429086,0.28423169378698226,0.17928300665680474,1339612.6272189352,14.107891792453414,0.5690242810130405,CLEAN,0,0
504679.doc,10,173568,doc,7.047328225824506,6.0481650677569165,2.235956452400704,0.6769738661504425,0.17212274151917403,1346608.622418879,14.113100600782088,0.37833119646926855,CLEAN,0,0
504202.txt,10,267041,txt,3.4497013857099685,3.4331302672136053,0.038575174309623046,0.3241449814822443,0.0,8096497.955471257,15.906942298485744,0.032638543536364736,CLEAN,0,0
504602.xls,10,30208,xls,3.9440062712236252,3.3205966296693434,0.9152579745585145,0.2447695974576271,0.4838122351694915,1895101.6949152548,14.454783587597717,0.47874522254077523,CLEAN,0,0
504686.doc,10,197120,doc,5.493061161005599,4.669533237351605,0.6941047998287452,0.3220880681818182,0.14945718344155845,2314377.454545454,14.654651723296139,0.2924133586391443,CLEAN,0,0
504862.doc,10,63488,doc,4.35584349427568,3.6249323159415594,1.1631132363657841,0.27205141129032256,0.4799647177419355,3770900.3387096785,15.14282461273453,0.40957613417349337,CLEAN,0,0
504158.xls,10,25088,xls,3.4843029776588166,2.8159050459513573,1.6899491324428366,0.24541613520408162,0.5937101403061225,2275881.0816326533,14.637878263410213,0.5586849757027768,CLEAN,0,0
504782.html,11,35969,html,4.519824349436746,4.465165666539921,0.15913159580436467,0.28121437904862523,0.0,932159.8771998108,13.745260693792726,0.499891522444214,CLEAN,0,0
504682.doc,10,94720,doc,6.434095870280314,5.69179625207299,1.750730856788963,0.5313027871621622,0.26170819256756755,1668865.9459459463,14.32765547864282,0.4766984863648109,CLEAN,0,0
504521.csv,10,144939,csv,4.8970582615742195,4.777880293585422,0.20534403916032617,0.23958354894127876,0.0,1912575.5032875896,14.463961845601782,0.5982979887671209,CLEAN,0,0
504500.pdf,10,446352,pdf,7.765295172281249,7.385061741573949,0.9639172594785229,0.705653833745564,0.01841819908950783,251334.022726458,12.4345420800227,0.1356302339068006,CLEAN,0,0
504535.csv,10,3646,csv,4.596195397967417,4.596195397967417,0.0,0.41003839824465166,0.0,71423.6478332419,11.176398296505676,0.6413222621846965,CLEAN,0,0
504752.ppt,10,5042688,ppt,7.955120608043663,7.638211842261186,0.7221360858269716,0.8409102446948928,0.012633539889836532,381064.1004162859,12.850725506747041,0.05061002967782415,CLEAN,0,0
504746.ppt,10,7763968,ppt,7.999980032717071,7.9545620968553985,0.004263731403658818,1.0003060290820365,0.0038736635699683462,214.92765761012924,5.374943433114824,0.00039508643301667683,CLEAN,0,0
504362.xls,10,1107456,xls,4.271360011247584,4.04704179831285,0.38056797925866,0.3135582813222376,0.4748296997803976,65304280.36430883,17.994568156635054,0.004572423225065765,CLEAN,0,0
504070.pdf,10,50801,pdf,7.972807222446225,7.660798296248739,0.9300444240782071,0.9779925592015906,0.0023818428771087185,2449.8774236727622,7.804201371536107,0.04799330412015226,CLEAN,0,0
504064.pdf,10,16435,pdf,7.872632355811597,7.010591067978663,1.3638864274422735,0.9182233039245513,0.004380894432613325,4199.908427137208,8.343056073059206,0.12010569325512234,CLEAN,0,0
504457.doc,10,62464,doc,5.150249642423018,4.123054934757362,2.0683991297945643,0.3818839651639344,0.41766457479508196,2797961.065573771,14.844401876422223,0.4947605903497503,CLEAN,0,0
504949.ppt,10,1062912,ppt,7.999831559467898,7.95469386453019,0.004945240769920099,1.000311408658478,0.003918480551541426,248.3675337186898,5.5189278472207395,-0.0014945539246103488,CLEAN,0,0
504925.pdf,10,540702,pdf,7.752291294372874,7.214795158685649,1.3122871861645302,0.7206427939974329,0.012857359506715344,333654.13749533007,12.717863216071231,0.18575999871046453,CLEAN,0,0
504919.pdf,10,2010763,pdf,7.769651086081579,7.567953886027727,0.4416132356520015,0.7553401370524522,0.01747694780538532,969793.6243818889,13.784839600620796,-0.009012498609066475,CLEAN,0,0
504286.doc,10,301568,doc,6.451495450332159,5.4859887210449125,2.398002528071758,0.5634351124787776,0.2753442009762309,5802142.840407469,15.573738034877634,0.4009952402463153,CLEAN,0,0
504892.pdf,10,1140835,pdf,7.902954719280632,7.555050891026006,1.27038684330092,0.9015098590067802,0.009890124338751879,320227.65858954185,12.676790577693145,0.10459196499976812,CLEAN,0,0
504959.gif,10,87260,gif,6.844024779836858,6.575616388466457,0.28922593941924774,0.4913133165253266,0.05767820307128123,232960.18464359385,12.35862712915779,0.1193331651518299,CLEAN,0,0
504104.pdf,10,57237,pdf,6.8852810893208325,6.151890296088266,1.9362675482009735,0.5997868511627095,0.002009189859706134,344092.5187378793,12.748668756205333,0.3310588635100466,CLEAN,0,0
504110.pdf,10,70296,pdf,7.6676066175757995,7.045372403784434,1.724078146874621,0.8393934221008308,0.0034852623193353817,120347.45055195174,11.698146568611945,0.18539780306395168,CLEAN,0,0
504279.doc,10,29696,doc,2.484567015416252,2.0689214583030315,1.2957480014460054,0.15779903017241378,0.7262931034482759,4005383.2068965514,15.20315006569281,0.7597207746591692,CLEAN,0,0
504879.pdf,10,55019,pdf,7.756384567026529,7.393976956877467,0.9852248355181152,0.8474890492375361,0.002344644577327832,37324.30249550155,10.52742672674164,0.1646651927060808,CLEAN,0,0
504766.xls,10,27648,xls,3.5687885682405756,3.003984906023612,1.6128347849940579,0.23936631944444445,0.5912181712962963,2476418.962962964,14.722324511878426,0.5173753646774593,CLEAN,0,0
504448.pdf,10,334059,pdf,6.461609614223611,6.357689806773605,0.33827611354954423,0.7745518007298112,1.1973932748406718e-05,648481.4475257364,13.382390216105161,0.0496167487575078,CLEAN,0,0
504028.xls,10,46080,xls,3.7135890636888083,2.9243964867751813,1.577404289459431,0.18654513888888888,0.5704427083333333,3846483.3888888895,15.162670143349269,0.6302064497046977,CLEAN,0,0
504312.pdf,10,145419,pdf,7.793741001368758,7.373267425450324,1.43446742248729,0.6681795363742015,0.006498463061910755,93878.65260385508,11.449768949530494,0.14976432182472674,CLEAN,0,0
504474.pdf,10,923549,pdf,7.708778541376083,7.36932991343602,0.6557277221272747,0.9194693513825472,0.017365618933050657,472292.63002504467,13.065356168655939,0.012207553487231277,CLEAN,0,0
504735.doc,10,93184,doc,4.180373430792138,3.242108125608184,1.598262271388436,0.2494848901098901,0.5172347184065934,6402302.532967031,15.672168410597806,0.5374765297453808,CLEAN,0,0
504900.html,11,6980,html,5.186521704671336,5.136816630313113,0.03888417297292568,0.3527220630372493,0.0,58884.61891117478,10.983352178726905,0.354714101039307,CLEAN,0,0
504313.pdf,10,223674,pdf,7.955545288344153,7.755993095278949,0.5856816474652036,0.9325268023999214,0.005025170560726772,20312.172733531836,9.919024857712925,0.07149841262608408,CLEAN,0,0
504029.xls,10,216576,xls,4.625045503535582,3.8679066877140342,0.857258510383064,0.28710475768321514,0.4404227615248227,10985900.387706857,16.21212331666627,0.15580471207999522,CLEAN,0,0
504475.pdf,10,46623,pdf,7.572103907082533,6.931432325038909,1.6474406184921682,0.7805375029491882,0.002423696458829333,66559.0953606589,11.10586050819627,0.21799941329266992,CLEAN,0,0
504449.pdf,10,902833,pdf,7.442975138253024,6.778156160540468,1.5138842012608318,0.6509830721739236,0.005705374083579134,1533516.7094678637,14.243074810867455,0.2498698817598139,CLEAN,0,0
504773.xls,10,94208,xls,3.918981972523861,3.080095435626805,1.5592219058305046,0.20652173913043478,0.4960831351902174,6051589.624999998,15.61583170867454,0.5395931559834488,CLEAN,0,0
504767.xls,10,373760,xls,4.448587283162226,4.168364758588111,0.7301070638432774,0.2853890196917808,0.4544038955479452,20118550.989041105,16.817152931870407,0.15343434952314675,CLEAN,0,0
504278.doc,10,107008,doc,1.7961368174630201,0.8039061235039945,0.8838367120849422,0.05348198265550239,0.4098198265550239,11855323.712918662,16.288287667483477,0.984538001313602,CLEAN,0,0
504306.html,11,123580,html,4.795382269382629,4.710416571017271,0.22598664266874863,0.315649781518045,0.0,1713858.235054216,14.354258248194487,0.09154116602267898,CLEAN,0,0
504525.kml,10,513,kml,5.254976932187423,5.254976932187423,0.0,0.6140350877192983,0.0,3680.309941520468,8.211023930193095,0.6980491290805028,CLEAN,0,0
504964.gif,10,69286,gif,6.928429258996686,6.765300882785897,0.2560023083117956,0.4938371388159224,0.04882660277689577,164900.49147013825,12.013103553201379,0.11599103926940404,CLEAN,0,0
504111.pdf,10,335886,pdf,6.91614113983421,6.049149276951594,1.8824234812811542,0.5514073227225904,0.0016999815413562935,1665507.6012099343,14.325641100943535,0.32422070529360364,CLEAN,0,0
504105.pdf,10,221087,pdf,7.957419218317155,7.82196472860383,0.39375384209663306,0.9153274502797542,0.008598425054390353,17402.162076467634,9.764407197224614,0.11364542008102649,CLEAN,0,0
504287.doc,10,171520,doc,5.885089931461433,5.105117971065423,2.2161387570306412,0.49638526119402987,0.3620044309701492,5691747.247761194,15.554528008078323,0.4347786484263542,CLEAN,0,0
504924.pdf,10,25778,pdf,7.148691864617136,6.618371782775503,1.228099636225139,0.682364807199938,0.0024827372177826054,89875.30809217162,11.406189649489576,0.2953014533595183,CLEAN,0,0
